Pla,Loc,Track,Going,Dist,Draw,JW,AW,Time,WOdd,Class
2,0,0,1,1200,2,122,1181,69.63,3.9,4
3,0,0,1,1200,12,132,1208,69.66,49,4
4,0,0,1,1200,11,125,984,69.77,173,4
5,0,0,1,1200,14,132,1191,69.8,12,4
6,0,0,1,1200,3,126,1139,69.98,8.7,4
7,0,0,1,1200,8,123,1139,70.02,118,4
8,0,0,1,1200,7,118,1108,70.04,8.1,4
9,0,0,1,1200,13,119,1275,70.17,66,4
10,0,0,1,1200,6,114,1011,70.81,128,4
11,0,0,1,1200,10,128,1139,70.86,25,4
12,0,0,1,1200,9,125,1177,71.03,5.1,4
13,0,0,1,1200,1,124,1064,71.36,165,4
14,0,0,1,1200,5,123,1125,71.57,25,4
1,0,0,1,1800,1,124,1174,106.59,1.3,2
2,0,0,1,1800,2,116,1142,106.97,64,2
3,0,0,1,1800,3,110,1093,107.31,32,2
4,0,0,1,1800,4,125,1074,107.63,5.2,2
5,0,0,1,1800,8,133,1052,107.63,23,2
6,0,0,1,1800,7,132,1180,108.16,26,2
7,0,0,1,1800,6,113,1078,108.19,14,2
8,0,0,1,1800,5,124,1217,108.38,49,2
9,0,0,1,1800,9,110,1144,108.73,102,2
10,0,0,1,1800,10,119,1055,108.95,17,2
1,0,0,1,1400,6,133,1159,82.39,5,4
2,0,0,1,1400,12,120,1197,82.44,9.9,4
3,0,0,1,1400,11,127,1193,82.5,10,4
4,0,0,1,1400,7,124,1171,82.53,6.1,4
5,0,0,1,1400,8,129,998,82.69,5,4
6,0,0,1,1400,14,124,1105,82.69,34,4
7,0,0,1,1400,9,129,1181,82.7,59,4
8,0,0,1,1400,3,120,1071,82.72,132,4
9,0,0,1,1400,2,121,1159,82.87,24,4
10,0,0,1,1400,1,124,1080,82.9,14,4
11,0,0,1,1400,10,130,1030,83.05,12,4
12,0,0,1,1400,5,129,1120,83.34,10,4
13,0,0,1,1400,4,116,1047,83.39,51,4
14,0,0,1,1400,13,119,1168,83.48,12,4
1,0,0,1,1600,13,123,1083,94.48,3.4,3
2,0,0,1,1600,2,118,1172,94.58,7.3,3
3,0,0,1,1600,3,127,1165,94.61,45,3
4,0,0,1,1600,4,121,1038,94.9,18,3
5,0,0,1,1600,12,128,1113,94.9,18,3
6,0,0,1,1600,8,127,1062,94.94,16,3
7,0,0,1,1600,9,124,1112,94.95,19,3
8,0,0,1,1600,6,129,1179,95,3.2,3
9,0,0,1,1600,11,128,1148,95.14,11,3
10,0,0,1,1600,1,125,1030,95.16,9.6,3
11,0,0,1,1600,14,125,1135,95.27,43,3
12,0,0,1,1600,10,118,1016,95.74,306,3
13,0,0,1,1600,5,126,1160,95.89,165,3
14,0,0,1,1600,7,115,1119,96.2,248,3
1,0,0,1,1200,7,122,1175,68.23,4.3,3
2,0,0,1,1200,1,128,1162,68.41,13,3
3,0,0,1,1200,3,133,1128,68.44,7.7,3
4,0,0,1,1200,9,118,1097,68.61,13,3
5,0,0,1,1200,6,128,1114,68.62,20,3
6,0,0,1,1200,4,114,1169,68.65,86,3
7,0,0,1,1200,2,113,1205,68.87,30,3
8,0,0,1,1200,5,114,1169,68.87,47,3
9,0,0,1,1200,10,124,1316,68.93,9.5,3
10,0,0,1,1200,8,133,1080,69.02,2,3
1,0,0,1,1600,6,133,1140,93.07,2.1,3
2,0,0,1,1600,7,117,1093,93.15,7.4,3
3,0,0,1,1600,5,119,1082,93.44,211,3
4,0,0,1,1600,4,128,1191,93.58,5.2,3
5,0,0,1,1600,8,126,1082,93.61,37,3
6,0,0,1,1600,1,113,1142,93.82,12,3
7,0,0,1,1600,10,127,1058,93.89,67,3
8,0,0,1,1600,9,127,1071,93.9,73,3
9,0,0,1,1600,11,124,1147,93.91,21,3
10,0,0,1,1600,13,113,1083,93.98,6.9,3
11,0,0,1,1600,14,113,1070,94.09,17,3
12,0,0,1,1600,3,113,1045,94.12,304,3
13,0,0,1,1600,2,124,1165,94.15,145,3
14,0,0,1,1600,12,128,1250,94.42,50,3
1,0,0,1,1200,6,114,1092,69.2,5.1,3
2,0,0,1,1200,2,122,1153,69.38,8.7,3
3,0,0,1,1200,1,128,1170,69.41,3.9,3
4,0,0,1,1200,10,108,1170,69.72,13,3
5,0,0,1,1200,9,132,1100,69.73,7.2,3
6,0,0,1,1200,12,124,1133,69.74,18,3
7,0,0,1,1200,8,111,1052,69.96,193,3
8,0,0,1,1200,13,112,1106,69.97,16,3
9,0,0,1,1200,14,127,1072,70.01,10,3
9,0,0,1,1200,5,127,1206,70.01,13,3
11,0,0,1,1200,11,133,1164,70.08,9.4,3
12,0,0,1,1200,3,125,1190,70.4,38,3
13,0,0,1,1200,7,125,1060,70.45,252,3
14,0,0,1,1200,4,112,1273,70.48,175,3
1,0,0,1,1400,3,125,1042,81.66,6.1,2
2,0,0,1,1400,10,122,1288,81.74,9.2,2
3,0,0,1,1400,5,133,1109,81.78,2.8,2
4,0,0,1,1400,13,116,1202,81.8,44,2
5,0,0,1,1400,7,120,1144,81.82,6.5,2
6,0,0,1,1400,12,123,1114,81.91,10,2
7,0,0,1,1400,9,126,1139,82.12,17,2
8,0,0,1,1400,8,128,1189,82.41,11,2
9,0,0,1,1400,2,117,1114,82.46,10,2
10,0,0,1,1400,11,118,1133,82.6,181,2
11,0,0,1,1400,4,113,1210,83.03,281,2
12,0,0,1,1400,1,128,1069,83.06,15,2
13,0,0,1,1400,6,113,1078,83.58,196,2
1,0,1,2,1650,3,132,1079,97.88,4.5,2
2,0,1,2,1650,2,119,1087,98.39,4.2,2
3,0,1,2,1650,6,120,1252,98.5,7.5,2
4,0,1,2,1650,1,121,1287,99,5.4,2
5,0,1,2,1650,5,122,1284,99.16,4.5,2
6,0,1,2,1650,4,123,1172,99.67,13,2
7,0,1,2,1650,8,119,1283,101.11,23,2
8,0,1,2,1650,9,117,1012,101.26,31,2
9,0,1,2,1650,7,116,1232,102.27,14,2
1,0,1,2,1200,9,114,1103,69.37,3.3,4
2,0,1,2,1200,1,116,1185,69.43,7.6,4
3,0,1,2,1200,6,132,1146,69.45,4.6,4
4,0,1,2,1200,12,119,1084,69.46,47,4
5,0,1,2,1200,5,117,1241,69.68,6.9,4
6,0,1,2,1200,11,131,1063,69.77,6.8,4
7,0,1,2,1200,10,126,1101,69.81,51,4
8,0,1,2,1200,3,131,1121,69.97,70,4
9,0,1,2,1200,4,119,1216,70.16,12,4
10,0,1,2,1200,8,130,1051,70.47,14,4
11,0,1,2,1200,7,126,1109,70.77,18,4
12,0,1,2,1200,2,125,1310,71.09,78,4
1,0,1,2,1800,6,117,1149,108.66,12,4
2,0,1,2,1800,4,129,1110,108.75,14,4
3,0,1,2,1800,1,114,1044,108.92,11,4
4,0,1,2,1800,8,128,1107,109.11,4.2,4
5,0,1,2,1800,12,119,1128,109.44,35,4
6,0,1,2,1800,2,116,970,109.62,18,4
7,0,1,2,1800,5,114,1097,109.91,8.5,4
8,0,1,2,1800,11,123,1066,110.02,10,4
9,0,1,2,1800,3,121,1084,110.08,12,4
10,0,1,2,1800,10,126,1145,110.39,5.7,4
11,0,1,2,1800,9,123,1055,110.7,8.8,4
12,0,1,2,1800,7,126,1017,112.08,13,4
1,0,1,2,1200,7,127,1146,68.71,43,3
2,0,1,2,1200,10,128,1089,68.9,8.6,3
3,0,1,2,1200,2,116,1200,68.97,8.3,3
4,0,1,2,1200,6,123,1086,69,4.1,3
5,0,1,2,1200,11,131,1171,69.06,8.5,3
6,0,1,2,1200,5,132,1152,69.33,20,3
7,0,1,2,1200,12,132,1037,69.35,11,3
8,0,1,2,1200,1,111,1087,69.41,13,3
9,0,1,2,1200,9,124,1150,69.49,5.6,3
10,0,1,2,1200,4,127,1147,69.52,21,3
11,0,1,2,1200,8,113,1261,69.58,100,3
12,0,1,2,1200,3,131,1126,70.05,6.7,3
1,0,0,2,1600,5,131,1126,95.7,6,4
2,0,0,2,1600,9,121,1143,95.72,18,4
3,0,0,2,1600,13,128,1123,95.88,4.9,4
4,0,0,2,1600,10,122,1266,95.94,39,4
5,0,0,2,1600,8,123,1114,96.23,19,4
6,0,0,2,1600,12,125,1209,96.24,5.7,4
7,0,0,2,1600,1,126,1186,96.26,11,4
8,0,0,2,1600,3,131,1107,96.34,23,4
9,0,0,2,1600,7,122,1107,96.36,6.1,4
10,0,0,2,1600,4,122,1195,96.58,4.6,4
11,0,0,2,1600,2,128,1174,96.69,53,4
12,0,0,2,1600,6,114,1218,96.71,107,4
13,0,0,2,1600,11,133,1000,96.8,210,4
1,0,0,2,1400,4,122,1230,82.96,5.4,4
2,0,0,2,1400,9,128,1091,83.05,3,4
3,0,0,2,1400,3,127,1205,83.1,4.8,4
4,0,0,2,1400,12,120,1071,83.12,50,4
5,0,0,2,1400,7,126,1165,83.25,39,4
6,0,0,2,1400,11,125,1139,83.36,16,4
7,0,0,2,1400,8,121,1113,83.37,6.5,4
8,0,0,2,1400,1,127,1089,83.51,38,4
9,0,0,2,1400,13,120,1097,83.52,193,4
10,0,0,2,1400,6,131,1063,83.62,90,4
11,0,0,2,1400,10,133,1113,83.66,13,4
12,0,0,2,1400,14,116,1038,83.7,25,4
13,0,0,2,1400,2,129,1205,84.1,30,4
14,0,0,2,1400,5,131,1090,84.58,22,4
1,0,0,2,1000,12,118,1181,56.64,2.9,3
2,0,0,2,1000,4,130,1191,57.05,7.4,3
3,0,0,2,1000,11,126,1156,57.11,4.6,3
4,0,0,2,1000,5,123,1170,57.42,299,3
5,0,0,2,1000,9,132,1188,57.49,14,3
6,0,0,2,1000,1,128,1126,57.5,10,3
7,0,0,2,1000,8,118,1177,57.59,53,3
8,0,0,2,1000,10,111,1047,57.64,22,3
9,0,0,2,1000,3,115,1174,57.69,41,3
10,0,0,2,1000,2,127,1054,58.06,32,3
11,0,0,2,1000,13,114,1087,58.1,338,3
12,0,0,2,1000,7,133,1085,58.54,4.8,3
13,0,0,2,1000,6,122,1043,59,31,3
1,0,0,2,1800,2,120,1028,108.03,17,3
2,0,0,2,1800,1,125,1087,108.13,3.5,3
3,0,0,2,1800,8,127,1067,108.49,17,3
4,0,0,2,1800,9,128,1183,108.65,4.6,3
5,0,0,2,1800,11,127,1229,108.68,59,3
6,0,0,2,1800,13,111,1169,108.7,12,3
7,0,0,2,1800,7,122,1044,108.74,18,3
8,0,0,2,1800,3,122,1142,108.83,11,3
9,0,0,2,1800,6,129,1198,109.05,6.1,3
10,0,0,2,1800,5,128,1070,109.18,23,3
11,0,0,2,1800,10,124,988,109.29,18,3
12,0,0,2,1800,4,126,1133,109.51,10,3
13,0,0,2,1800,12,121,1078,114.2,284,3
1,0,0,2,1400,8,131,1111,81.96,25,2
2,0,0,2,1400,11,120,1164,82.01,8.1,2
3,0,0,2,1400,2,126,1136,82.04,1.5,2
4,0,0,2,1400,13,133,1117,82.65,75,2
5,0,0,2,1400,14,127,1134,82.71,33,2
6,0,0,2,1400,5,131,1099,82.73,64,2
7,0,0,2,1400,6,125,1001,82.77,24,2
8,0,0,2,1400,10,128,1212,83.1,19,2
9,0,0,2,1400,1,126,1200,83.15,7.6,2
10,0,0,2,1400,7,126,1124,83.25,46,2
11,0,0,2,1400,9,130,1181,83.36,12,2
12,0,0,2,1400,12,116,1133,83.57,183,2
13,0,0,2,1400,4,131,1143,83.99,53,2
14,0,0,2,1400,3,122,1132,84.7,159,2
1,0,0,2,1200,2,115,1056,69.39,5.2,3
2,0,0,2,1200,13,127,1180,69.4,32,3
3,0,0,2,1200,5,128,1183,69.41,179,3
4,0,0,2,1200,4,120,1022,69.52,27,3
5,0,0,2,1200,1,121,1147,69.6,18,3
6,0,0,2,1200,8,126,1095,69.66,7.9,3
7,0,0,2,1200,12,130,1117,69.73,35,3
8,0,0,2,1200,3,124,1133,69.81,5.6,3
9,0,0,2,1200,14,122,1090,69.87,5.4,3
10,0,0,2,1200,10,131,1133,69.87,249,3
11,0,0,2,1200,6,129,1210,70.25,329,3
12,0,0,2,1200,11,126,1249,70.35,3.3,3
13,0,0,2,1200,9,121,1182,70.36,14,3
1,0,0,2,1400,7,131,1194,82.27,3.5,4
2,0,0,2,1400,6,129,990,82.34,7.2,4
3,0,0,2,1400,2,130,1047,82.47,39,4
4,0,0,2,1400,3,129,1192,82.51,4.1,4
5,0,0,2,1400,1,127,1134,82.67,14,4
6,0,0,2,1400,5,132,1010,82.67,29,4
7,0,0,2,1400,9,126,1092,82.71,42,4
8,0,0,2,1400,14,127,1141,82.85,20,4
9,0,0,2,1400,10,112,1279,82.93,6.4,4
10,0,0,2,1400,8,121,1091,82.95,14,4
11,0,0,2,1400,11,118,1041,83.44,224,4
12,0,0,2,1400,13,119,1138,84.13,97,4
13,0,0,2,1400,12,126,1165,84.24,115,4
14,0,0,2,1400,4,127,1082,84.46,10,4
1,0,0,2,1800,7,127,1147,108.83,4.8,4
2,0,0,2,1800,3,124,1146,108.85,3.9,4
3,0,0,2,1800,6,131,1148,108.95,11,4
4,0,0,2,1800,10,128,1101,108.96,10,4
5,0,0,2,1800,11,133,1110,108.98,32,4
6,0,0,2,1800,4,131,1108,109.11,8,4
7,0,0,2,1800,12,115,1191,109.23,11,4
8,0,0,2,1800,2,116,1052,109.31,22,4
9,0,0,2,1800,5,133,1107,109.34,17,4
10,0,0,2,1800,9,118,1095,109.42,21,4
11,0,0,2,1800,1,120,1140,109.44,25,4
12,0,0,2,1800,8,119,1086,109.72,32,4
13,0,0,2,1800,14,119,1095,109.75,13,4
14,0,0,2,1800,13,128,1041,111.09,34,4
1,0,0,2,1400,12,126,1194,81.65,5.7,3
2,0,0,2,1400,13,120,1175,81.92,8.8,3
3,0,0,2,1400,7,118,1038,82.12,6.6,3
4,0,0,2,1400,10,116,1184,82.25,11,3
5,0,0,2,1400,9,129,1082,82.41,4.4,3
6,0,0,2,1400,8,122,1100,82.51,4.8,3
7,0,0,2,1400,6,126,1060,82.69,300,3
8,0,0,2,1400,11,118,1174,82.92,50,3
9,0,0,2,1400,14,130,1035,82.98,9.4,3
10,0,0,2,1400,5,124,1124,83.04,18,3
11,0,0,2,1400,4,130,1130,83.17,340,3
12,0,0,2,1400,3,119,1145,83.29,35,3
13,0,0,2,1400,1,120,1139,83.42,45,3
14,0,0,2,1400,2,132,1043,83.66,62,3
1,0,0,2,1400,8,126,1154,81.11,5.7,1
2,0,0,2,1400,14,118,1315,81.17,10,1
3,0,0,2,1400,10,126,1067,81.18,2.5,1
4,0,0,2,1400,11,125,1198,81.34,11,1
5,0,0,2,1400,2,126,1098,81.49,27,1
6,0,0,2,1400,5,126,1123,81.54,6.7,1
7,0,0,2,1400,6,127,1155,81.55,28,1
8,0,0,2,1400,4,133,1187,81.89,40,1
9,0,0,2,1400,1,131,1059,81.91,18,1
10,0,0,2,1400,13,126,1002,81.91,11,1
11,0,0,2,1400,3,120,998,82,68,1
12,0,0,2,1400,7,122,1158,82.06,43,1
13,0,0,2,1400,9,115,1062,82.52,46,1
14,0,0,2,1400,12,126,1156,83.47,171,1
1,0,1,2,1200,12,115,1087,69.11,8.6,3
2,0,1,2,1200,2,127,1219,69.18,9.6,3
3,0,1,2,1200,6,131,1157,69.26,8.5,3
4,0,1,2,1200,8,116,1203,69.38,6.1,3
5,0,1,2,1200,9,124,1152,69.44,10,3
6,0,1,2,1200,10,132,1197,69.57,46,3
7,0,1,2,1200,1,125,1146,69.64,22,3
8,0,1,2,1200,7,122,1064,70.13,27,3
9,0,1,2,1200,4,117,1261,70.14,104,3
10,0,1,2,1200,3,130,1147,70.24,23,3
11,0,1,2,1200,5,122,1015,70.28,2.5,3
12,0,1,2,1200,11,124,1316,70.47,15,3
1,0,0,2,1600,13,118,1155,95.35,44,3
2,0,0,2,1600,4,118,1142,95.43,14,3
3,0,0,2,1600,6,126,1155,95.51,7.4,3
4,0,0,2,1600,1,119,1172,95.51,3.1,3
5,0,0,2,1600,2,118,1021,95.83,7.4,3
6,0,0,2,1600,12,124,1094,95.93,43,3
7,0,0,2,1600,7,133,987,95.95,6.4,3
8,0,0,2,1600,8,127,1048,95.96,8.6,3
9,0,0,2,1600,10,115,1013,96.17,179,3
10,0,0,2,1600,11,124,1115,96.32,10,3
11,0,0,2,1600,9,132,1087,96.45,41,3
12,0,0,2,1600,3,133,1139,96.52,18,3
13,0,0,2,1600,5,119,1141,96.56,254,3
14,0,0,2,1600,14,128,1078,96.57,18,3
1,0,1,2,1650,4,132,1137,98.71,13,4
2,0,1,2,1650,1,117,1189,98.8,4.4,4
3,0,1,2,1650,7,133,1198,98.84,10,4
4,0,1,2,1650,11,119,1089,98.98,23,4
5,0,1,2,1650,12,123,1153,99.24,19,4
6,0,1,2,1650,5,124,1059,99.29,6.2,4
7,0,1,2,1650,14,120,1202,99.51,12,4
8,0,1,2,1650,9,123,1168,99.95,6.8,4
9,0,1,2,1650,2,119,1195,100.08,7.6,4
10,0,1,2,1650,3,132,1041,100.17,11,4
11,0,1,2,1650,13,113,1148,100.33,33,4
12,0,1,2,1650,6,125,1136,100.55,22,4
13,0,1,2,1650,8,124,1071,100.71,46,4
14,0,1,2,1650,10,125,1122,101.09,41,4
1,0,1,2,1650,11,129,1108,99.03,3.4,3
2,0,1,2,1650,3,121,1010,99.1,11,3
3,0,1,2,1650,4,131,1191,99.47,7.7,3
4,0,1,2,1650,1,121,1084,99.58,3.4,3
5,0,1,2,1650,6,123,1034,99.66,15,3
6,0,1,2,1650,5,119,1078,99.8,7.8,3
7,0,1,2,1650,10,121,1083,99.8,7.4,3
8,0,1,2,1650,7,132,1116,100.02,19,3
9,0,1,2,1650,8,114,1075,100.13,79,3
10,0,1,2,1650,2,125,1141,101.56,66,3
11,0,1,2,1650,9,126,1042,101.97,152,3
1,0,0,2,1800,12,122,1063,107.43,3.7,2
2,0,0,2,1800,2,127,1219,107.47,4.2,2
3,0,0,2,1800,11,119,1037,107.66,42,2
4,0,0,2,1800,9,133,1070,107.81,3.4,2
5,0,0,2,1800,3,121,979,108.17,24,2
6,0,0,2,1800,5,125,1011,108.17,10,2
7,0,0,2,1800,6,119,1114,108.3,111,2
8,0,0,2,1800,4,125,1154,108.36,15,2
9,0,0,2,1800,8,118,1091,108.48,8.7,2
10,0,0,2,1800,1,120,1174,108.8,124,2
11,0,0,2,1800,7,121,1150,108.83,20,2
12,0,0,2,1800,10,116,1134,110.6,131,2
1,0,0,2,1600,8,128,1145,92.64,1.5,2
2,0,0,2,1600,4,123,1146,93.13,14,2
3,0,0,2,1600,3,123,1148,93.14,10,2
4,0,0,2,1600,1,123,1088,93.56,4.6,2
5,0,0,2,1600,2,128,1060,93.71,40,2
6,0,0,2,1600,6,123,1326,93.83,15,2
7,0,0,2,1600,5,123,1152,95.25,25,2
8,0,0,2,1600,7,123,1015,95.37,26,2
1,0,0,2,2000,8,123,1082,119.3,13,2
2,0,0,2,2000,2,123,1070,119.46,4.2,2
3,0,0,2,2000,1,123,1055,119.82,6.3,2
4,0,0,2,2000,9,123,1016,120.02,32,2
5,0,0,2,2000,3,123,1080,120.63,203,2
6,0,0,2,2000,7,123,1167,120.7,3.3,2
7,0,0,2,2000,4,123,1170,121.77,78,2
8,0,0,2,2000,5,128,1182,122.18,4.6,2
9,0,0,2,2000,6,128,1250,122.95,5.5,2
1,0,0,2,1200,8,123,1186,68.59,2.4,2
2,0,0,2,1200,5,128,1116,68.67,4.8,2
3,0,0,2,1200,3,123,1117,68.83,6.4,2
4,0,0,2,1200,4,123,1128,68.92,50,2
5,0,0,2,1200,7,123,1159,68.95,16,2
6,0,0,2,1200,2,123,1095,69.2,27,2
7,0,0,2,1200,1,128,1063,69.21,4.6,2
8,0,0,2,1200,6,123,1119,69.24,93,2
9,0,0,2,1200,9,128,1146,69.26,10,2
1,0,0,2,1200,4,116,1116,69.34,3.7,2
2,0,0,2,1200,1,126,1115,69.35,9,2
3,0,0,2,1200,9,116,1189,69.48,17,2
4,0,0,2,1200,6,133,1270,69.52,8.9,2
5,0,0,2,1200,3,129,1000,69.61,15,2
6,0,0,2,1200,12,116,1168,69.81,28,2
7,0,0,2,1200,2,118,1160,69.82,23,2
8,0,0,2,1200,5,117,1216,69.92,91,2
9,0,0,2,1200,13,114,1116,69.94,5.2,2
10,0,0,2,1200,11,120,1135,70.08,26,2
11,0,0,2,1200,10,111,1128,70.11,19,2
12,0,0,2,1200,8,115,1157,71.63,34,2
13,0,0,2,1200,7,124,1253,71.95,11,2
14,0,0,2,1200,14,119,1150,72.2,8.5,2
1,0,0,2,1400,10,119,1162,81.63,2.6,3
2,0,0,2,1400,1,127,1058,81.99,6.8,3
3,0,0,2,1400,5,117,1184,82.06,8.2,3
4,0,0,2,1400,11,115,1098,82.11,16,3
5,0,0,2,1400,12,127,1200,82.22,90,3
6,0,0,2,1400,3,113,1134,82.3,56,3
7,0,0,2,1400,6,124,1143,82.31,27,3
8,0,0,2,1400,13,112,1092,82.37,22,3
9,0,0,2,1400,2,130,1142,82.37,40,3
10,0,0,2,1400,4,133,1063,82.38,18,3
11,0,0,2,1400,9,125,1174,82.46,87,3
12,0,0,2,1400,7,127,998,82.53,11,3
13,0,0,2,1400,8,132,1135,82.96,6.8,3
14,0,0,2,1400,14,132,1150,82.99,15,3
1,0,0,2,1400,3,130,1260,82.91,3.4,5
2,0,0,2,1400,1,129,1153,83.12,4.7,5
3,0,0,2,1400,6,129,1071,83.51,21,5
4,0,0,2,1400,2,130,1214,83.66,21,5
5,0,0,2,1400,12,122,1030,83.68,27,5
6,0,0,2,1400,5,119,1196,83.73,12,5
7,0,0,2,1400,7,119,1143,83.98,7.2,5
8,0,0,2,1400,13,120,1180,84.17,13,5
9,0,0,2,1400,10,118,958,84.24,15,5
10,0,0,2,1400,11,122,1130,84.39,56,5
11,0,0,2,1400,8,128,1021,84.72,31,5
12,0,0,2,1400,4,117,1027,85.14,153,5
13,0,0,2,1400,14,115,1061,85.18,11,5
14,0,0,2,1400,9,119,1021,85.25,12,5
1,0,0,2,1000,1,128,1178,56.77,5,2
2,0,0,2,1000,7,127,1210,56.84,4.7,2
3,0,0,2,1000,2,118,1244,56.91,3.8,2
4,0,0,2,1000,8,120,1113,57.05,9,2
5,0,0,2,1000,9,133,1155,57.18,7,2
6,0,0,2,1000,10,115,1101,57.38,17,2
7,0,0,2,1000,5,115,1045,57.52,21,2
8,0,0,2,1000,6,113,1174,57.73,45,2
9,0,0,2,1000,4,120,1132,58.2,7.3,2
10,0,0,2,1000,3,108,1135,58.81,43,2
1,0,0,2,1600,13,123,1160,96.2,5.8,4
2,0,0,2,1600,14,132,1106,96.39,9.1,4
3,0,0,2,1600,12,126,1126,96.63,5,4
4,0,0,2,1600,6,119,1155,96.64,9,4
5,0,0,2,1600,3,121,1156,96.85,6.4,4
6,0,0,2,1600,2,118,1170,96.92,17,4
7,0,0,2,1600,4,121,1013,97.06,82,4
8,0,0,2,1600,10,120,1102,97.09,8.2,4
9,0,0,2,1600,9,126,1053,97.11,41,4
10,0,0,2,1600,7,127,995,97.14,21,4
11,0,0,2,1600,5,126,1059,97.35,8.9,4
12,0,0,2,1600,8,123,1097,97.38,35,4
13,0,0,2,1600,11,124,1107,97.43,16,4
14,0,0,2,1600,1,130,1137,97.8,220,4
1,0,0,2,1400,10,119,1087,83.06,11,4
2,0,0,2,1400,5,121,1004,83.19,5.2,4
3,0,0,2,1400,9,133,1171,83.23,5,4
4,0,0,2,1400,4,130,1018,83.35,10,4
5,0,0,2,1400,1,126,1199,83.45,4.9,4
6,0,0,2,1400,11,130,1129,83.65,14,4
7,0,0,2,1400,8,123,1152,83.72,156,4
8,0,0,2,1400,6,123,1014,83.86,81,4
9,0,0,2,1400,13,127,1201,83.94,5.4,4
10,0,0,2,1400,14,119,1279,83.95,15,4
11,0,0,2,1400,3,121,1156,84.48,43,4
12,0,0,2,1400,2,109,1178,84.49,33,4
13,0,0,2,1400,7,124,1123,84.89,28,4
14,0,0,2,1400,12,122,1002,84.94,228,4
1,0,0,3,1600,2,126,1123,95.64,4.3,1
2,0,0,3,1600,1,127,1148,95.7,6.3,1
3,0,0,3,1600,11,131,1064,95.93,4.1,1
4,0,0,3,1600,10,132,1146,96.12,11,1
5,0,0,3,1600,12,129,1052,96.16,134,1
6,0,0,3,1600,9,122,1156,96.36,24,1
7,0,0,3,1600,7,125,1199,96.41,7.6,1
8,0,0,3,1600,5,133,1167,96.41,34,1
9,0,0,3,1600,3,116,1272,96.63,4.1,1
10,0,0,3,1600,6,132,1062,96.71,113,1
11,0,0,3,1600,4,120,1035,97.18,55,1
12,0,0,3,1600,8,129,1037,97.63,71,1
1,0,0,4,1200,7,117,1045,71.43,12,3
2,0,0,4,1200,1,125,1084,71.54,2.8,3
3,0,0,4,1200,8,132,1089,71.72,4.4,3
4,0,0,4,1200,11,129,1082,71.91,6.7,3
5,0,0,4,1200,5,126,1126,71.95,15,3
6,0,0,4,1200,6,133,1093,72.1,224,3
7,0,0,4,1200,9,121,1135,72.22,33,3
8,0,0,4,1200,10,126,1133,72.24,18,3
9,0,0,4,1200,3,117,1220,72.27,15,3
10,0,0,4,1200,12,129,1200,72.28,22,3
11,0,0,4,1200,2,121,1031,72.66,8,3
12,0,0,4,1200,4,116,1013,72.86,106,3
1,0,0,4,1600,10,116,1279,97.1,9.4,3
2,0,0,4,1600,14,116,1065,97.16,2.9,3
3,0,0,4,1600,4,114,1092,97.3,29,3
4,0,0,4,1600,11,133,1211,97.44,12,3
5,0,0,4,1600,12,121,1055,98.26,15,3
6,0,0,4,1600,6,123,1042,98.27,164,3
7,0,0,4,1600,3,128,1066,98.53,4.5,3
8,0,0,4,1600,5,128,1156,99,26,3
9,0,0,4,1600,1,114,1101,99.11,7.8,3
10,0,0,4,1600,7,122,1156,99.31,22,3
11,0,0,4,1600,13,128,1060,99.75,210,3
12,0,0,4,1600,8,121,1105,100.02,28,3
13,0,0,4,1600,9,129,1116,101.95,294,3
1,0,0,4,1400,12,129,1102,83.24,18,2
2,0,0,4,1400,11,125,1134,83.28,1.7,2
3,0,0,4,1400,2,120,1027,83.79,18,2
4,0,0,4,1400,13,127,1137,84.12,16,2
5,0,0,4,1400,10,133,1125,84.29,9.5,2
6,0,0,4,1400,4,119,1170,84.66,23,2
7,0,0,4,1400,8,123,1156,84.75,13,2
8,0,0,4,1400,3,115,1176,85.04,13,2
9,0,0,4,1400,7,127,1071,85.19,88,2
10,0,0,4,1400,5,123,1135,85.19,18,2
11,0,0,4,1400,1,133,1060,85.54,28,2
12,0,0,4,1400,6,121,1098,86.13,22,2
13,0,0,4,1400,9,126,1173,89.91,28,2
1,0,0,2,1400,6,128,1086,81.98,2.9,4
2,0,0,2,1400,3,124,1142,82.69,3,4
3,0,0,2,1400,4,127,1087,82.84,6,4
4,0,0,2,1400,11,116,1096,82.96,63,4
5,0,0,2,1400,1,120,1068,83.03,32,4
6,0,0,2,1400,7,120,1088,83.11,8,4
7,0,0,2,1400,9,120,1054,83.35,31,4
8,0,0,2,1400,10,123,999,83.69,10,4
9,0,0,2,1400,8,127,1118,83.73,109,4
10,0,0,2,1400,5,127,1249,84.65,178,4
11,0,0,2,1400,2,122,1049,84.88,15,4
1,0,1,2,1800,2,133,1186,108.81,4.9,4
2,0,1,2,1800,4,133,1105,109.2,5.3,4
3,0,1,2,1800,1,126,1148,109.26,5.7,4
4,0,1,2,1800,3,110,1020,109.38,10,4
5,0,1,2,1800,9,113,1052,109.61,8.8,4
6,0,1,2,1800,8,122,1172,109.82,12,4
7,0,1,2,1800,7,115,1101,110.02,24,4
8,0,1,2,1800,10,128,1099,110.11,6.3,4
9,0,1,2,1800,6,114,1197,110.11,7.1,4
10,0,1,2,1800,5,117,1091,110.58,66,4
1,0,1,2,1200,6,127,1059,69.18,12,5
2,0,1,2,1200,2,114,1072,69.36,12,5
