
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
4,7,UNCLE STEVE(C140),D Whyte,J Moore,123,1133,14,1-1/4,10 10 8 4 ,1:22.28,7.1,19-20-414,Class 3,ST,1400M,GOOD,"TURF - ""A"" Course"
5,3,INVINCIBLE FRESH(T190),M F Poon,P F Yiu,126,1048,7,1-1/2,14 14 14 5 ,1:22.31,31,19-20-414,Class 3,ST,1400M,GOOD,"TURF - ""A"" Course"
6,12,HOME RUN(V101),A Badel,K H Ting,116,1176,8,1-3/4,12 11 10 6 ,1:22.36,12,19-20-414,Class 3,ST,1400M,GOOD,"TURF - ""A"" Course"
7,11,SMART PATCH(B398),M L Yeung,P O'Sullivan,117,1243,6,2-3/4,11 12 12 7 ,1:22.53,162,19-20-414,Class 3,ST,1400M,GOOD,"TURF - ""A"" Course"
8,6,FLYING BONUS(B433),C Y Ho,C H Yip,121,1129,11,3,1 2 2 8 ,1:22.58,136,19-20-414,Class 3,ST,1400M,GOOD,"TURF - ""A"" Course"
9,10,SMART BOY(V076),U Rispoli,T P Yung,120,1187,5,3,9 8 6 9 ,1:22.59,31,19-20-414,Class 3,ST,1400M,GOOD,"TURF - ""A"" Course"
10,4,MR WEALTH(B265),N Callan,K L Man,128,1140,13,4-1/2,13 13 13 10 ,1:22.81,48,19-20-414,Class 3,ST,1400M,GOOD,"TURF - ""A"" Course"
11,2,LAND GRANT(V131),M Chadwick,A T Millard,133,1133,10,7-1/2,2 1 1 11 ,1:23.28,112,19-20-414,Class 3,ST,1400M,GOOD,"TURF - ""A"" Course"
12,9,HIGH VOLATILITY(V081),K C Leung,K W Lui,120,1154,4,7-3/4,6 4 5 12 ,1:23.33,27,19-20-414,Class 3,ST,1400M,GOOD,"TURF - ""A"" Course"
13,1,BOMBAY BLITZ(A338),Z Purton,C Fownes,133,1091,3,8-1/2,7 7 7 13 ,1:23.44,9.7,19-20-414,Class 3,ST,1400M,GOOD,"TURF - ""A"" Course"
14,5,EPTIMUM(B305),H N Wong,L Ho,124,1117,12,12-3/4,5 6 9 14 ,1:24.14,149,19-20-414,Class 3,ST,1400M,GOOD,"TURF - ""A"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,5,HARD PROMISE(A373),S de Sousa,T P Yung,124,1123,5,-,2 3 1 ,1:09.74,2.5,19-20-427,Class 3,ST,1200M,GOOD,"TURF - ""A+3"" Course"
2,6,LUCKY HERO(B057),Z Purton,C S Shum,124,1167,6,1/2,5 4 2 ,1:09.84,4,19-20-427,Class 3,ST,1200M,GOOD,"TURF - ""A+3"" Course"
3,14,ULTIMATE GLORY(S235),H N Wong,K L Man,113,1294,12,1-1/4,11 9 3 ,1:09.94,40,19-20-427,Class 3,ST,1200M,GOOD,"TURF - ""A+3"" Course"
4,10,FIRST RESPONDER(C205),D Oliver,J Moore,120,1148,1,1-3/4,7 7 4 ,1:10.02,16,19-20-427,Class 3,ST,1200M,GOOD,"TURF - ""A+3"" Course"
5,13,GOD OF DRAGON(B108),M Chadwick,D E Ferraris,117,1049,3,1-3/4,9 11 5 ,1:10.02,39,19-20-427,Class 3,ST,1200M,GOOD,"TURF - ""A+3"" Course"
6,1,WONDERFUL JOURNEY(T402),M F Poon,P F Yiu,113,1121,2,2-1/2,6 6 6 ,1:10.13,74,19-20-427,Class 3,ST,1200M,GOOD,"TURF - ""A+3"" Course"
7,8,AMAZING CHOCOLATE(C059),K Teetan,R Gibson,122,1197,9,2-3/4,10 10 7 ,1:10.16,108,19-20-427,Class 3,ST,1200M,GOOD,"TURF - ""A+3"" Course"
8,2,WINSTON'S LAD(T348),C Wong,K W Lui,122,1092,8,3-1/2,12 12 8 ,1:10.30,43,19-20-427,Class 3,ST,1200M,GOOD,"TURF - ""A+3"" Course"
9,11,AEROHAPPINESS(B249),J Moreira,J Size,119,1240,11,4-1/4,3 2 9 ,1:10.43,2.9,19-20-427,Class 3,ST,1200M,GOOD,"TURF - ""A+3"" Course"
10,12,MASTER ALBERT(A296),K C Leung,W Y So,118,1136,14,4-1/2,13 13 10 ,1:10.46,35,19-20-427,Class 3,ST,1200M,GOOD,"TURF - ""A+3"" Course"
11,7,DALRADIAN(A213),U Rispoli,C H Yip,123,1126,7,5-1/4,8 8 11 ,1:10.59,221,19-20-427,Class 3,ST,1200M,GOOD,"TURF - ""A+3"" Course"
12,3,MANNA FROM HEAVEN(C261),N Callan,P F Yiu,126,1102,4,5-1/2,4 5 12 ,1:10.62,147,19-20-427,Class 3,ST,1200M,GOOD,"TURF - ""A+3"" Course"
13,9,VILLA FIONN(B339),G van Niekerk,K H Ting,122,981,13,6-1/4,14 14 13 ,1:10.76,38,19-20-427,Class 3,ST,1200M,GOOD,"TURF - ""A+3"" Course"
14,4,THE ABRAXAS(C212),M L Yeung,Y S Tsui,123,1215,10,7-1/2,1 1 14 ,1:10.92,164,19-20-427,Class 3,ST,1200M,GOOD,"TURF - ""A+3"" Course"
WV,,KEY WITNESS(S212),M F Poon,A S Cruz,129,---,---,---,---,---,---,19-20-427,Class 3,ST,1200M,GOOD,"TURF - ""A+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,3,WAIKUKU(C150),J Moreira,J Size,129,1090,7,-,4 5 4 1 ,1:22.77,1.4,19-20-428,Class 2,ST,1400M,GOOD,"TURF - ""A+3"" Course"
2,1,GOOD STANDING(B105),Z Purton,J Moore,130,1258,3,HD,3 3 3 2 ,1:22.80,6.3,19-20-428,Class 2,ST,1400M,GOOD,"TURF - ""A+3"" Course"
3,2,DRAGON GENERAL(T400),C Schofield,Y S Tsui,129,1124,2,1-3/4,5 4 5 3 ,1:23.06,21,19-20-428,Class 2,ST,1400M,GOOD,"TURF - ""A+3"" Course"
4,8,KING OPIE(B034),G van Niekerk,F C Lor,119,1081,1,2,2 2 2 4 ,1:23.10,5.4,19-20-428,Class 2,ST,1400M,GOOD,"TURF - ""A+3"" Course"
5,5,GOLD WIN(C139),K Teetan,A S Cruz,122,1125,4,2-3/4,1 1 1 5 ,1:23.19,97,19-20-428,Class 2,ST,1400M,GOOD,"TURF - ""A+3"" Course"
6,11,PRECIOUSSHIP(C050),M Chadwick,P F Yiu,118,1008,5,2-3/4,6 6 6 6 ,1:23.20,28,19-20-428,Class 2,ST,1400M,GOOD,"TURF - ""A+3"" Course"
7,6,SICHUAN DAR(T375),A Badel,A T Millard,122,993,9,3-1/2,10 9 9 7 ,1:23.33,98,19-20-428,Class 2,ST,1400M,GOOD,"TURF - ""A+3"" Course"
8,4,STAR SHINE(B163),C Y Ho,K W Lui,125,1197,8,3-1/2,7 8 7 8 ,1:23.34,20,19-20-428,Class 2,ST,1400M,GOOD,"TURF - ""A+3"" Course"
9,10,KINGS SHIELD(C071),K C Leung,F C Lor,118,1133,10,4-3/4,9 10 10 9 ,1:23.52,154,19-20-428,Class 2,ST,1400M,GOOD,"TURF - ""A+3"" Course"
10,7,JADE FORTUNE(V020),U Rispoli,K L Man,121,1125,6,6,8 7 8 10 ,1:23.72,230,19-20-428,Class 2,ST,1400M,GOOD,"TURF - ""A+3"" Course"
WV,9,MY DARLING(V142),M L Yeung,T P Yung,117,---,---,---,---,---,---,19-20-428,Class 2,ST,1400M,GOOD,"TURF - ""A+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,1,BEAUTY GENERATION(V380),Z Purton,J Moore,126,1134,8,-,2 1 1 1 ,1:21.03,1.2,19-20-429,Group One,ST,1400M ,GOOD,"TURF - ""A+3"" Course"
2,2,BEAT THE CLOCK(V397),J Moreira,J Size,126,1102,1,1-3/4,1 2 2 2 ,1:21.33,5.6,19-20-429,Group One,ST,1400M ,GOOD,"TURF - ""A+3"" Course"
3,5,CONTE(A429),R Moore,J Size,126,1277,7,2,4 4 4 3 ,1:21.37,10,19-20-429,Group One,ST,1400M ,GOOD,"TURF - ""A+3"" Course"
4,10,RATTAN(A061),C Schofield,R Gibson,126,1136,5,3,3 3 3 4 ,1:21.50,30,19-20-429,Group One,ST,1400M ,GOOD,"TURF - ""A+3"" Course"
5,3,SEASONS BLOOM(V410),A Sanna,C S Shum,126,1045,2,4,5 5 5 5 ,1:21.68,48,19-20-429,Group One,ST,1400M ,GOOD,"TURF - ""A+3"" Course"
6,9,PINGWU SPARK(A262),H Bowman,T P Yung,126,1334,6,5-1/2,6 6 6 6 ,1:21.91,40,19-20-429,Group One,ST,1400M ,GOOD,"TURF - ""A+3"" Course"
7,6,FIFTY FIFTY(A287),K Teetan,L Ho,126,1172,9,7-1/4,8 9 8 7 ,1:22.20,41,19-20-429,Group One,ST,1400M ,GOOD,"TURF - ""A+3"" Course"
8,8,WINNER'S WAY(A025),S de Sousa,A S Cruz,126,1125,4,7-1/2,9 7 7 8 ,1:22.24,42,19-20-429,Group One,ST,1400M ,GOOD,"TURF - ""A+3"" Course"
9,4,BEAUTY ONLY(S411),N Callan,A S Cruz,126,1146,3,10-1/4,10 10 10 9 ,1:22.68,80,19-20-429,Group One,ST,1400M ,GOOD,"TURF - ""A+3"" Course"
10,7,LITTLE GIANT(V342),C Y Ho,D J Hall,126,1056,10,10-1/2,7 8 9 10 ,1:22.72,68,19-20-429,Group One,ST,1400M ,GOOD,"TURF - ""A+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,1,EXULTANT(B101),Z Purton,A S Cruz,126,1057,9,-,7 8 2 1 1 ,2:00.87,2.1,19-20-430,Group One,ST,2000M ,GOOD,"TURF - ""A+3"" Course"
2,5,SOUTHERN LEGEND(A252),C Schofield,C Fownes,126,1173,4,1-1/2,5 5 8 8 2 ,2:01.10,57,19-20-430,Group One,ST,2000M ,GOOD,"TURF - ""A+3"" Course"
3,11,DINOZZO(V246),J Moreira,J Size,126,1058,2,4-1/2,8 9 11 9 3 ,2:01.60,32,19-20-430,Group One,ST,2000M ,GOOD,"TURF - ""A+3"" Course"
4,10,SIMPLY BRILLIANT(B090),A Badel,F C Lor,126,1111,8,4-3/4,3 3 5 6 4 ,2:01.62,10,19-20-430,Group One,ST,2000M ,GOOD,"TURF - ""A+3"" Course"
5,4,GLORIOUS FOREVER(B236),S de Sousa,F C Lor,126,1159,5,5,2 2 3 2 5 ,2:01.68,4.2,19-20-430,Group One,ST,2000M ,GOOD,"TURF - ""A+3"" Course"
6,6,EAGLE WAY(A093),H Bowman,J Moore,126,1097,7,5-1/4,11 11 4 4 6 ,2:01.72,8.5,19-20-430,Group One,ST,2000M ,GOOD,"TURF - ""A+3"" Course"
7,9,NORTHERN SUPERSTAR(C073),K Teetan,A T Millard,126,1148,3,6,4 4 7 7 7 ,2:01.81,41,19-20-430,Group One,ST,2000M ,GOOD,"TURF - ""A+3"" Course"
8,8,GOLD MOUNT(A112),R Moore,R Gibson,126,1010,1,6,6 6 10 11 8 ,2:01.84,37,19-20-430,Group One,ST,2000M ,GOOD,"TURF - ""A+3"" Course"
9,7,SINGAPORE SLING(B104),G van Niekerk,A T Millard,126,1090,6,6-1/4,10 10 9 10 9 ,2:01.85,34,19-20-430,Group One,ST,2000M ,GOOD,"TURF - ""A+3"" Course"
10,2,PAKISTAN STAR(V325),T Berry,A S Cruz,126,1178,11,7,9 7 6 5 10 ,2:02.00,8.1,19-20-430,Group One,ST,2000M ,GOOD,"TURF - ""A+3"" Course"
11,3,TIME WARP(A066),C Y Ho,A S Cruz,126,1241,10,9-1/4,1 1 1 3 11 ,2:02.34,26,19-20-430,Group One,ST,2000M ,GOOD,"TURF - ""A+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,14,HAPPY FORCE(B227),M L Yeung,T P Yung,112,1069,1,-,1 1 1 1 ,1:21.89,3,19-20-431,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
2,5,NOBLE STEED(A326),S de Sousa,K W Lui,128,1151,12,SH,13 13 10 2 ,1:21.90,3.3,19-20-431,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
3,11,MIGHTY MAVERICK(V150),C Murray,C Fownes,121,1146,14,2,4 3 2 3 ,1:22.21,40,19-20-431,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
4,1,BEAUTY SPIRIT(B409),K Teetan,A S Cruz,133,1250,11,3-1/2,3 5 4 4 ,1:22.46,7.7,19-20-431,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
5,12,STARSHIP(V379),M Chadwick,P O'Sullivan,120,1170,10,4,14 14 13 5 ,1:22.53,26,19-20-431,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
6,10,EARTH TRILOGY(C211),D Oliver,J Moore,123,1063,3,4-1/2,8 9 7 6 ,1:22.62,8.7,19-20-431,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
7,8,SUPER ELEGANCE(C183),A Badel,K H Ting,125,1095,9,6,11 10 9 7 ,1:22.84,28,19-20-431,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
8,13,SMART CHARADE(A314),A Sanna,W Y So,118,1177,7,6,12 12 8 8 ,1:22.86,21,19-20-431,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
9,4,COMFORT LIFE(B169),H Bowman,F C Lor,129,1150,6,6-1/4,5 6 5 9 ,1:22.89,6.8,19-20-431,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
10,6,FLYING MURTY(C002),C Schofield,P F Yiu,127,1169,13,7,2 2 3 10 ,1:23.00,79,19-20-431,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
11,7,HAPPY WIN WIN(C125),U Rispoli,C H Yip,126,997,5,7-3/4,10 11 11 11 ,1:23.13,57,19-20-431,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
12,9,CASIMIRO(C149),W M Lai,C H Yip,124,1085,8,10-3/4,9 7 6 12 ,1:23.60,184,19-20-431,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
13,2,DRAGON COMMANDER(C208),G van Niekerk,D E Ferraris,133,1072,2,30-3/4,7 8 12 13 ,1:26.82,254,19-20-431,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
PU,3,CAMERA FACE(B476),M Harley,Y S Tsui,131,1098,4,---,6 4 14 ,---,292,19-20-431,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,5,MISSION TYCOON(B224),K C Leung,F C Lor,126,1248,10,-,1 1 1 1 1 ,1:47.00,92,19-20-432,4 Year Olds,ST,1800M ,GOOD,"TURF - ""A+3"" Course"
2,1,DARK DREAM(C075),Z Purton,F C Lor,126,1109,5,1,3 3 2 2 2 ,1:47.16,1.9,19-20-432,4 Year Olds,ST,1800M ,GOOD,"TURF - ""A+3"" Course"
3,4,KA YING STAR(C198),C Y Ho,A S Cruz,126,1079,8,2,2 2 4 3 3 ,1:47.31,13,19-20-432,4 Year Olds,ST,1800M ,GOOD,"TURF - ""A+3"" Course"
4,2,FURORE(C079),H Bowman,F C Lor,126,1089,12,2-1/2,12 12 12 9 4 ,1:47.39,3.8,19-20-432,4 Year Olds,ST,1800M ,GOOD,"TURF - ""A+3"" Course"
5,12,HELENE LEADINGSTAR(C165),K Teetan,A S Cruz,126,1065,4,3-1/4,5 6 5 4 5 ,1:47.50,19,19-20-432,4 Year Olds,ST,1800M ,GOOD,"TURF - ""A+3"" Course"
6,7,HARMONY VICTORY(B405),A Badel,C S Shum,126,1057,11,4,11 11 6 6 6 ,1:47.64,22,19-20-432,4 Year Olds,ST,1800M ,GOOD,"TURF - ""A+3"" Course"
7,10,HO HO KHAN(B318),S de Sousa,D J Hall,126,1018,7,4-1/2,9 9 13 13 7 ,1:47.72,9.7,19-20-432,4 Year Olds,ST,1800M ,GOOD,"TURF - ""A+3"" Course"
8,8,MR SO AND SO(B412),R Moore,J Size,126,1035,3,4-3/4,6 8 8 7 8 ,1:47.74,73,19-20-432,4 Year Olds,ST,1800M ,GOOD,"TURF - ""A+3"" Course"
9,3,RED WARRIOR(B355),J Moreira,J Size,126,1043,6,5-3/4,7 4 3 5 9 ,1:47.93,16,19-20-432,4 Year Olds,ST,1800M ,GOOD,"TURF - ""A+3"" Course"
10,11,GOLD CHEST(C146),M Chadwick,R Gibson,126,1087,2,7-1/4,4 5 7 8 10 ,1:48.14,60,19-20-432,4 Year Olds,ST,1800M ,GOOD,"TURF - ""A+3"" Course"
11,13,SUNNY SPEED(C263),U Rispoli,J Moore,126,1064,14,7-3/4,13 13 14 14 11 ,1:48.23,217,19-20-432,4 Year Olds,ST,1800M ,GOOD,"TURF - ""A+3"" Course"
12,6,EASY GO EASY WIN(B112),T Berry,J Moore,126,1122,1,7-3/4,8 7 10 11 12 ,1:48.23,68,19-20-432,4 Year Olds,ST,1800M ,GOOD,"TURF - ""A+3"" Course"
13,14,GREEN LUCK(B413),C Schofield,C Fownes,126,1052,9,8-1/2,10 10 9 10 13 ,1:48.35,91,19-20-432,4 Year Olds,ST,1800M ,GOOD,"TURF - ""A+3"" Course"
14,9,SOLAR PATCH(B307),D Oliver,J Moore,126,1196,13,12-1/4,14 14 11 12 14 ,1:48.97,44,19-20-432,4 Year Olds,ST,1800M ,GOOD,"TURF - ""A+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,4,KINGSFIELD(T403),C Wong,R Gibson,123,1133,9,-,2 1 1 1 ,1:22.22,22,19-20-433,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
2,6,RACING FIGHTER(B285),Z Purton,C H Yip,127,1156,12,1/2,11 11 9 2 ,1:22.30,7.5,19-20-433,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
3,11,GRADE ONE(A010),M Chadwick,P O'Sullivan,121,1198,7,2-1/4,1 3 3 3 ,1:22.58,23,19-20-433,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
4,12,DEFINING MOMENT(C159),C Murray,C Fownes,120,1143,11,3-3/4,14 13 13 4 ,1:22.81,136,19-20-433,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
5,8,GOOD BEAUTY(B384),D Oliver,J Moore,125,1033,14,3-3/4,13 12 11 5 ,1:22.81,39,19-20-433,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
6,9,ALCARI(A354),C Y Ho,P F Yiu,121,1203,4,4,3 6 5 6 ,1:22.85,10,19-20-433,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
7,10,PICKEN(B311),J Moreira,J Size,123,1162,8,4,5 2 2 7 ,1:22.87,2,19-20-433,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
8,7,SMART LEADER(B456),S de Sousa,A S Cruz,126,1143,3,4-1/4,9 7 8 8 ,1:22.89,6.9,19-20-433,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
9,1,FLYING THUNDER(B328),K Teetan,F C Lor,133,1078,2,4-1/4,8 8 10 9 ,1:22.91,11,19-20-433,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
10,14,STARLIT KNIGHT(A137),M L Yeung,Y S Tsui,113,1113,1,5,6 9 7 10 ,1:23.00,70,19-20-433,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
11,5,XIANG YIN(C265),T Berry,F C Lor,130,1063,13,5,12 14 14 11 ,1:23.02,96,19-20-433,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
12,13,RELENTLESS ME(A178),K C Leung,W Y So,117,1149,5,5,4 5 4 12 ,1:23.03,36,19-20-433,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
13,2,MONSTER KAKA(B319),M F Poon,D J Hall,130,996,6,6-3/4,10 10 12 13 ,1:23.28,48,19-20-433,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
14,3,KA YING LEGEND(B234),H Bowman,T P Yung,130,1123,10,8-1/4,7 4 6 14 ,1:23.53,13,19-20-433,Class 3,ST,1400M,GOOD,"TURF - ""A+3"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,4,TIME TO CELEBRATE(A367),Z Purton,J Size,120,1055,2,-,5 5 1 1 ,1:34.54,1.8,19-20-443,Class 2,ST,1600M,GOOD,"TURF - ""B+2"" Course"
2,5,GOLD CHEST(C146),K Teetan,R Gibson,116,1087,4,4-1/4,2 2 2 2 ,1:35.23,11,19-20-443,Class 2,ST,1600M,GOOD,"TURF - ""B+2"" Course"
3,2,VICTORY BOYS(S355),T H So,D J Hall,121,1227,1,5,6 6 6 3 ,1:35.35,12,19-20-443,Class 2,ST,1600M,GOOD,"TURF - ""B+2"" Course"
4,6,EPIC(C114),M F Poon,A S Cruz,110,1080,3,5-3/4,3 3 5 4 ,1:35.48,10,19-20-443,Class 2,ST,1600M,GOOD,"TURF - ""B+2"" Course"
5,3,SUPERICH(B257),S de Sousa,F C Lor,121,1139,5,5-3/4,4 4 4 5 ,1:35.48,2.7,19-20-443,Class 2,ST,1600M,GOOD,"TURF - ""B+2"" Course"
6,1,CALIFORNIA WHIP(A114),C Y Ho,A S Cruz,131,1182,6,7,1 1 3 6 ,1:35.65,26,19-20-443,Class 2,ST,1600M,GOOD,"TURF - ""B+2"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,1,PLANET STAR(A049),C Schofield,P O'Sullivan,133,1205,3,-,1 1 1 1 ,1:22.11,4.8,19-20-445,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
2,6,HINYUEN SWIFTNESS(V250),W M Lai,C H Yip,126,1227,6,2-1/4,2 2 2 2 ,1:22.48,7.3,19-20-445,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
3,3,CHAIRMAN LO(C062),Z Purton,J Size,130,1194,1,3,3 3 3 3 ,1:22.57,3.2,19-20-445,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
4,9,INTREPIC(A139),M F Poon,D J Hall,121,995,8,4-1/2,8 10 10 4 ,1:22.82,21,19-20-445,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
5,8,GREAT HARVEST(B390),H T Mo,K L Man,120,1084,14,4-3/4,6 6 8 5 ,1:22.88,249,19-20-445,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
6,10,SOCCER MASTER(B452),A Sanna,D E Ferraris,123,1108,7,5,9 8 7 6 ,1:22.92,83,19-20-445,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
7,14,SEIZE THE SPIRIT(B030),C Wong,Y S Tsui,110,1103,2,5-3/4,7 7 6 7 ,1:23.04,197,19-20-445,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
8,13,DIONYSUS COLLIN(B436),C Y Ho,K W Lui,119,1080,5,6,11 9 9 8 ,1:23.08,67,19-20-445,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
9,5,BEAUTY ENERGY(B149),R Bayliss,J Moore,129,1047,9,6-1/4,10 11 11 9 ,1:23.10,11,19-20-445,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
10,12,COOLCELEB(C030),U Rispoli,T P Yung,121,1271,11,6-3/4,4 4 5 10 ,1:23.18,21,19-20-445,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
11,7,CIRCUIT THREE(B360),K Teetan,A S Cruz,125,1115,12,6-3/4,13 14 13 11 ,1:23.21,6,19-20-445,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
12,2,MARQULA(V423),N Callan,C W Chang,131,1245,4,7-1/4,5 5 4 12 ,1:23.26,144,19-20-445,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
13,11,JOY MASTER(B222),M Harley,C Fownes,122,1051,10,8,12 13 14 13 ,1:23.41,80,19-20-445,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
14,4,PEARL CHAMPION(B201),S de Sousa,A T Millard,130,1001,13,8-1/4,14 12 12 14 ,1:23.44,6.3,19-20-445,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,1,CHUNG WAH SPIRIT(A168),Z Purton,C H Yip,133,1074,3,-,7 8 7 1 ,1:38.30,3.2,19-20-446,Class 4,ST,1650M,GOOD,ALL WEATHER TRACK
2,4,REMARKABLE(A222),S de Sousa,J Size,131,1104,5,3-3/4,12 10 10 2 ,1:38.90,6.4,19-20-446,Class 4,ST,1650M,GOOD,ALL WEATHER TRACK
3,11,DEAL MAKER(B023),M Chadwick,T P Yung,117,1157,2,4,4 5 4 3 ,1:38.95,4.4,19-20-446,Class 4,ST,1650M,GOOD,ALL WEATHER TRACK
4,10,SUPERIOR BOY(V102),C Y Ho,W Y So,116,1147,1,5-3/4,5 4 5 4 ,1:39.21,10,19-20-446,Class 4,ST,1650M,GOOD,ALL WEATHER TRACK
5,3,ENFOLDING(B353),K Teetan,C W Chang,132,1065,9,8-3/4,14 13 12 5 ,1:39.68,14,19-20-446,Class 4,ST,1650M,GOOD,ALL WEATHER TRACK
6,8,WHAMPOA STAR(B146),C Schofield,Y S Tsui,120,1136,4,9-1/4,9 7 8 6 ,1:39.79,25,19-20-446,Class 4,ST,1650M,GOOD,ALL WEATHER TRACK
7,12,THE FULL BLOOM(V243),R Bayliss,C H Yip,117,1065,11,9-3/4,8 9 9 7 ,1:39.85,80,19-20-446,Class 4,ST,1650M,GOOD,ALL WEATHER TRACK
8,2,VIVA COUNCIL(A190),H T Mo,L Ho,128,1132,13,11,2 3 2 8 ,1:40.07,18,19-20-446,Class 4,ST,1650M,GOOD,ALL WEATHER TRACK
9,13,LOTUS BREEZE(T112),W M Lai,W Y So,116,1077,10,11-1/4,10 12 11 9 ,1:40.08,94,19-20-446,Class 4,ST,1650M,GOOD,ALL WEATHER TRACK
10,6,ABOVE(B345),N Callan,J Moore,125,1032,8,12-1/4,11 11 13 10 ,1:40.26,210,19-20-446,Class 4,ST,1650M,GOOD,ALL WEATHER TRACK
11,9,MARVEL JOY(A229),U Rispoli,C Fownes,118,1151,6,12-1/4,6 6 6 11 ,1:40.26,21,19-20-446,Class 4,ST,1650M,GOOD,ALL WEATHER TRACK
12,5,CALLING THE SHOTS(B239),A Sanna,C S Shum,128,993,14,13,13 14 14 12 ,1:40.37,111,19-20-446,Class 4,ST,1650M,GOOD,ALL WEATHER TRACK
13,7,HAPPY HAPPY STAR(A011),C Wong,K L Man,118,1137,7,18-1/4,3 1 1 13 ,1:41.22,23,19-20-446,Class 4,ST,1650M,GOOD,ALL WEATHER TRACK
