Pla,Loc,Track,Going,Dist,Draw,JW,AW,Time,WOdd
12,0,0,1,1200,10,114,1237,71.53,124.0
1,0,0,1,1200,3,116,1142,70.11,4.5
2,0,0,1,1200,5,133,1112,70.11,4.4
3,0,0,1,1200,2,120,1243,70.12,6.8
4,0,0,1,1200,4,114,1054,70.14,4.4
5,0,0,1,1200,7,119,1029,70.33,67.0
6,0,0,1,1200,12,127,1107,70.4,9.5
7,0,0,1,1200,9,121,1069,70.52,12.0
8,0,0,1,1200,1,125,1000,70.67,15.0
9,0,0,1,1200,8,127,1186,70.71,15.0
10,0,0,1,1200,6,122,1195,70.71,50.0
11,0,0,1,1200,10,126,1175,70.75,27.0
12,0,0,1,1200,11,131,1173,71.71,193.0
1,0,0,1,1200,1,126,1073,69.4,2.5
2,0,0,1,1200,7,117,1137,69.94,15.0
3,0,0,1,1200,2,122,1205,69.96,37.0
4,0,0,1,1200,12,118,1110,70.11,4.2
5,0,0,1,1200,9,122,1120,70.2,21.0
6,0,0,1,1200,5,128,1100,70.21,5.3
7,0,0,1,1200,4,119,1173,70.22,33.0
8,0,0,1,1200,6,117,1083,70.29,26.0
9,0,0,1,1200,10,133,1148,70.46,28.0
10,0,0,1,1200,11,118,999,70.71,15.0
11,0,0,1,1200,3,121,1153,71.03,354.0
12,0,0,1,1200,8,117,1125,71.66,10.0
1,0,0,2,1650,3,119,1102,100.57,5.2
2,0,0,2,1650,2,125,1113,100.8,2.9
3,0,0,2,1650,7,123,1077,101.04,6.6
4,0,0,2,1650,8,125,1120,101.12,8.2
5,0,0,2,1650,6,127,1091,101.41,11.0
6,0,0,2,1650,9,133,1106,101.45,11.0
7,0,0,2,1650,1,119,1086,101.77,32.0
8,0,0,2,1650,10,117,1017,101.84,9.7
9,0,0,2,1650,5,118,1192,102.63,15.0
10,0,0,2,1650,11,127,1132,104.06,72.0
11,0,0,2,1650,4,121,1043,110.1,51.0
1,0,0,2,1200,2,129,1100,71.18,12.0
2,0,0,2,1200,7,123,1095,71.37,16.0
3,0,0,2,1200,4,115,1036,71.38,4.0
4,0,0,2,1200,1,127,1093,71.56,3.6
5,0,0,2,1200,8,118,1154,71.64,25.0
6,0,0,2,1200,10,125,1032,71.84,6.1
7,0,0,2,1200,6,126,1067,71.87,23.0
8,0,0,2,1200,5,125,1037,71.97,12.0
9,0,0,2,1200,9,116,1156,72.11,7.8
10,0,0,2,1200,11,125,1165,72.37,29.0
11,0,0,2,1200,3,124,1083,72.49,47.0
12,0,0,2,1200,12,129,1060,72.95,25.0
-1,0,0,2,1200,0,116,0,0,-1
1,0,0,2,1650,5,129,1063,101.15,6.0
2,0,0,2,1650,1,116,1059,101.24,1.8
3,0,0,2,1650,12,123,1014,101.32,12.0
4,0,0,2,1650,10,115,1091,101.34,40.0
5,0,0,2,1650,11,119,1047,101.43,32.0
6,0,0,2,1650,8,127,1153,101.46,11.0
7,0,0,2,1650,6,119,1030,101.72,54.0
8,0,0,2,1650,4,126,1188,101.77,17.0
9,0,0,2,1650,2,121,1134,102.07,9.8
10,0,0,2,1650,3,126,1052,102.49,114.0
11,0,0,2,1650,9,127,1125,102.51,18.0
12,0,0,2,1650,7,118,1191,103.66,37.0
1,0,0,2,1200,8,126,1189,70.97,8.3
2,0,0,2,1200,9,124,1065,71.17,16.0
3,0,0,2,1200,1,124,1223,71.29,19.0
4,0,0,2,1200,5,131,1246,71.39,12.0
5,0,0,2,1200,6,129,1102,71.43,4.2
6,0,0,2,1200,3,131,1108,71.46,2.3
7,0,0,2,1200,10,113,1144,71.47,23.0
8,0,0,2,1200,12,130,1144,71.7,95.0
9,0,0,2,1200,4,113,1083,71.72,29.0
10,0,0,2,1200,2,127,1113,71.97,19.0
11,0,0,2,1200,7,126,1054,72.57,14.0
12,0,0,2,1200,11,129,1055,72.57,28.0
1,0,0,2,1200,5,120,1096,70.76,8.3
2,0,0,2,1200,8,133,1176,70.82,10.0
3,0,0,2,1200,7,124,1242,70.92,3.5
4,0,0,2,1200,2,119,1200,71.01,3.9
5,0,0,2,1200,4,121,1053,71.1,67.0
6,0,0,2,1200,3,116,1073,71.23,4.8
7,0,0,2,1200,9,127,1147,71.29,10.0
8,0,0,2,1200,6,118,1289,71.43,154.0
9,0,0,2,1200,10,122,1065,71.47,22.0
10,0,0,2,1200,11,111,1165,71.71,145.0
11,0,0,2,1200,12,118,1098,71.72,19.0
12,0,0,2,1200,1,120,1058,72.11,32.0
1,0,0,2,1650,5,115,1109,100.59,37.0
2,0,0,2,1650,4,119,1115,100.65,2.3
3,0,0,2,1650,6,130,1060,100.87,10.0
4,0,0,2,1650,7,122,976,100.97,14.0
5,0,0,2,1650,8,130,1050,101.0,38.0
6,0,0,2,1650,3,120,1134,101.17,5.8
7,0,0,2,1650,9,114,1101,101.31,77.0
8,0,0,2,1650,2,123,1033,101.47,3.2
9,0,0,2,1650,1,133,1192,101.67,43.0
10,0,0,2,1650,10,117,1068,103.5,22.0
1,0,0,2,1000,10,125,1154,57.8,11.0
2,0,0,2,1000,11,133,1190,57.86,4.4
3,0,0,2,1000,6,120,1137,57.89,3.8
4,0,0,2,1000,7,115,1230,58.21,13.0
5,0,0,2,1000,4,119,1051,58.32,34.0
6,0,0,2,1000,1,132,1020,58.39,8.9
7,0,0,2,1000,8,122,1089,58.51,11.0
8,0,0,2,1000,12,112,1141,58.52,95.0
9,0,0,2,1000,5,130,1171,58.59,36.0
10,0,0,2,1000,2,129,1069,58.62,6.3
11,0,0,2,1000,9,133,1191,58.95,8.8
12,0,0,2,1000,3,130,1101,59.58,68.0
1,0,0,2,1650,10,127,1063,101.36,11.0
2,0,0,2,1650,2,115,1107,101.56,2.7
3,0,0,2,1650,9,126,1159,101.78,13.0
4,0,0,2,1650,12,131,1155,101.89,19.0
5,0,0,2,1650,11,116,1061,101.97,5.2
6,0,0,2,1650,1,120,1130,101.97,28.0
7,0,0,2,1650,7,126,1050,102.01,9.7
8,0,0,2,1650,3,114,1156,102.3,13.0
9,0,0,2,1650,6,129,1193,102.52,22.0
10,0,0,2,1650,8,133,1140,102.69,26.0
11,0,0,2,1650,5,117,1284,103.05,8.5
12,0,0,2,1650,4,121,1134,103.28,36.0
1,0,0,2,1200,6,116,1158,70.24,43.0
2,0,0,2,1200,9,125,1256,70.28,8.8
3,0,0,2,1200,7,128,988,70.36,3.6
4,0,0,2,1200,2,116,1131,70.57,26.0
5,0,0,2,1200,11,118,1212,70.6,3.8
6,0,0,2,1200,1,121,1130,70.67,8.0
7,0,0,2,1200,10,126,1085,70.79,11.0
8,0,0,2,1200,12,116,1156,70.95,6.8
9,0,0,2,1200,3,133,1131,71.0,46.0
10,0,0,2,1200,8,123,1130,71.46,15.0
11,0,0,2,1200,4,114,1106,71.56,27.0
12,0,0,2,1200,5,121,1141,71.95,52.0
1,0,0,2,1200,2,127,1033,70.26,17.0
2,0,0,2,1200,12,129,982,70.37,18.0
3,0,0,2,1200,4,126,1064,70.39,4.5
4,0,0,2,1200,3,126,1090,70.42,5.4
5,0,0,2,1200,10,126,1098,70.69,22.0
6,0,0,2,1200,9,112,1084,70.72,60.0
7,0,0,2,1200,1,125,1162,71.02,13.0
8,0,0,2,1200,6,125,1063,71.06,3.8
9,0,0,2,1200,7,131,1086,71.07,6.5
10,0,0,2,1200,5,114,1153,71.43,76.0
11,0,0,2,1200,11,118,1177,72.15,16.0
12,0,0,2,1200,8,128,1070,72.58,14.0
1,0,0,2,1650,3,108,1032,100.35,13.0
2,0,0,2,1650,1,122,1120,100.36,4.6
3,0,0,2,1650,4,130,1170,100.5,17.0
4,0,0,2,1650,6,123,1160,100.55,4.9
5,0,0,2,1650,7,126,1068,100.59,48.0
6,0,0,2,1650,2,117,1034,100.61,24.0
7,0,0,2,1650,9,132,1153,100.62,9.7
8,0,0,2,1650,10,123,1018,101.08,59.0
9,0,0,2,1650,12,115,1024,101.15,5.3
10,0,0,2,1650,11,116,1070,101.15,4.8
11,0,0,2,1650,5,124,1127,101.68,13.0
12,0,0,2,1650,8,112,1082,102.46,113.0
1,0,0,2,1200,1,121,1186,70.59,6.9
2,0,0,2,1200,7,127,1090,70.66,9.9
3,0,0,2,1200,2,119,1171,70.72,12.0
4,0,0,2,1200,11,129,1125,70.73,5.7
5,0,0,2,1200,3,130,1085,70.99,70.0
6,0,0,2,1200,4,128,1151,70.99,24.0
7,0,0,2,1200,6,121,1204,71.13,6.3
8,0,0,2,1200,9,133,1090,71.14,4.6
9,0,0,2,1200,8,120,1273,71.24,4.8
10,0,0,2,1200,10,111,1046,71.32,127.0
11,0,0,2,1200,5,119,1071,71.43,15.0
12,0,0,2,1200,12,122,1034,71.98,177.0
1,0,0,2,1200,2,118,1229,69.9,2.5
2,0,0,2,1200,7,124,1120,70.44,12.0
3,0,0,2,1200,12,130,1018,70.5,45.0
4,0,0,2,1200,6,127,1105,70.57,13.0
5,0,0,2,1200,9,122,1107,70.62,9.4
6,0,0,2,1200,3,110,1279,70.71,33.0
7,0,0,2,1200,11,115,1112,70.76,13.0
8,0,0,2,1200,8,132,1147,70.93,41.0
9,0,0,2,1200,5,116,1167,70.98,29.0
10,0,0,2,1200,10,133,1164,71.15,9.9
11,0,0,2,1200,1,121,1148,71.17,5.8
12,0,0,2,1200,4,125,1135,71.42,10.0
-1,0,0,2,1200,0,123,0,0,-1
1,0,0,2,1650,6,122,1047,100.35,11.0
2,0,0,2,1650,9,117,1180,100.46,18.0
3,0,0,2,1650,10,124,1113,100.49,9.7
4,0,0,2,1650,12,116,1108,100.52,12.0
5,0,0,2,1650,4,128,1092,100.72,24.0
6,0,0,2,1650,5,119,1130,100.78,10.0
7,0,0,2,1650,7,111,1066,100.81,16.0
8,0,0,2,1650,2,118,1036,100.82,20.0
9,0,0,2,1650,1,120,1078,101.02,16.0
10,0,0,2,1650,3,118,1191,101.12,2.2
11,0,0,2,1650,11,111,1268,101.27,9.0
12,0,0,2,1650,8,130,1035,101.32,54.0
1,0,0,2,1200,8,120,1036,70.22,22.0
2,0,0,2,1200,5,116,1171,70.25,1.7
3,0,0,2,1200,12,128,1230,70.27,29.0
4,0,0,2,1200,6,133,1120,70.5,6.8
5,0,0,2,1200,1,116,1201,70.51,14.0
6,0,0,2,1200,7,123,975,70.63,10.0
7,0,0,2,1200,3,127,1078,70.85,14.0
8,0,0,2,1200,10,133,1063,71.02,8.7
9,0,0,2,1200,11,123,1171,71.08,261.0
10,0,0,2,1200,2,111,1044,71.32,24.0
11,0,0,2,1200,9,119,1179,71.36,54.0
12,0,0,2,1200,4,115,1143,71.79,197.0
1,0,0,2,1200,11,132,1179,70.24,9.4
2,0,0,2,1200,8,123,1152,70.29,25.0
3,0,0,2,1200,12,131,979,70.34,13.0
4,0,0,2,1200,10,132,1097,70.39,7.6
5,0,0,2,1200,1,116,1089,70.41,24.0
6,0,0,2,1200,9,120,1020,70.42,18.0
7,0,0,2,1200,2,127,1079,70.61,12.0
8,0,0,2,1200,6,130,1110,70.63,17.0
9,0,0,2,1200,5,118,1091,70.66,7.6
10,0,0,2,1200,7,118,1095,70.71,15.0
11,0,0,2,1200,3,125,1223,70.72,2.9
12,0,0,2,1200,4,125,1119,71.75,10.0
1,0,0,2,1200,2,118,1098,70.46,6.2
2,0,0,2,1200,6,121,1061,70.57,26.0
3,0,0,2,1200,8,127,1155,70.59,31.0
4,0,0,2,1200,3,126,1145,70.82,4.9
5,0,0,2,1200,10,119,1160,70.88,29.0
6,0,0,2,1200,12,127,1189,70.94,22.0
7,0,0,2,1200,11,128,1008,71.05,74.0
8,0,0,2,1200,4,124,1009,71.19,11.0
9,0,0,2,1200,5,119,1224,71.27,12.0
10,0,0,2,1200,9,125,1149,71.29,30.0
11,0,0,2,1200,7,125,1156,71.64,13.0
12,0,0,2,1200,1,119,1158,72.04,2.4
1,0,0,2,1000,9,126,1169,57.61,5.3
2,0,0,2,1000,11,128,1094,57.72,14.0
3,0,0,2,1000,3,132,1182,57.83,11.0
4,0,0,2,1000,1,128,1257,57.91,4.2
5,0,0,2,1000,8,125,1082,57.94,10.0
6,0,0,2,1000,5,114,1166,58.0,4.7
7,0,0,2,1000,12,127,1080,58.17,31.0
8,0,0,2,1000,4,124,1055,58.22,11.0
9,0,0,2,1000,6,118,1075,58.55,19.0
10,0,0,2,1000,10,120,1197,59.16,7.6
11,0,0,2,1000,2,115,1207,59.41,66.0
12,0,0,2,1000,7,123,1150,59.9,148.0
1,0,0,2,1200,10,130,1169,70.59,54.0
2,0,0,2,1200,8,131,1056,70.64,34.0
3,0,0,2,1200,2,125,1134,70.66,4.4
4,0,0,2,1200,3,125,1111,70.69,2.3
5,0,0,2,1200,5,131,1248,70.73,12.0
6,0,0,2,1200,4,115,1028,70.86,13.0
7,0,0,2,1200,11,124,1077,70.92,17.0
8,0,0,2,1200,1,121,1194,70.94,20.0
9,0,0,2,1200,7,113,1155,70.99,10.0
10,0,0,2,1200,9,127,1053,71.08,54.0
11,0,0,2,1200,12,110,1150,71.17,268.0
12,0,0,2,1200,6,133,1008,71.53,8.1
1,0,0,2,1650,2,125,1068,100.71,3.0
2,0,0,2,1650,7,125,1167,100.99,20.0
3,0,0,2,1650,3,128,1039,101.0,6.3
4,0,0,2,1650,11,110,1095,101.06,42.0
5,0,0,2,1650,6,119,1064,101.09,3.9
6,0,0,2,1650,12,126,1097,101.19,25.0
7,0,0,2,1650,1,115,1139,101.19,13.0
8,0,0,2,1650,4,121,1095,101.36,12.0
9,0,0,2,1650,10,124,1043,101.65,12.0
10,0,0,2,1650,5,117,1119,101.78,17.0
11,0,0,2,1650,9,115,1135,106.38,15.0
-1,0,0,2,1650,0,128,0,0,-1
1,0,0,2,1200,6,118,1165,70.16,12.0
2,0,0,2,1200,7,129,1093,70.16,1.5
3,0,0,2,1200,9,126,1179,70.33,33.0
4,0,0,2,1200,3,123,1069,70.51,17.0
5,0,0,2,1200,12,120,1165,70.6,10.0
6,0,0,2,1200,2,122,1020,70.67,7.9
7,0,0,2,1200,10,122,1079,70.91,53.0
8,0,0,2,1200,8,121,1109,70.95,38.0
9,0,0,2,1200,5,128,1058,71.06,34.0
10,0,0,2,1200,1,125,1203,71.15,38.0
11,0,0,2,1200,11,125,1238,71.19,20.0
12,0,0,2,1200,4,131,1085,71.48,23.0
1,0,0,2,1800,2,126,1053,110.28,7.1
2,0,0,2,1800,1,130,1095,110.28,3.7
3,0,0,2,1800,6,123,1131,110.51,9.9
4,0,0,2,1800,5,126,1083,110.63,6.9
5,0,0,2,1800,11,133,1076,110.66,17.0
6,0,0,2,1800,7,118,1180,110.67,8.3
7,0,0,2,1800,10,122,1064,110.69,27.0
8,0,0,2,1800,12,120,1164,110.73,45.0
9,0,0,2,1800,4,128,1170,111.09,9.9
10,0,0,2,1800,8,123,1183,111.3,17.0
11,0,0,2,1800,3,120,1047,111.41,6.7
12,0,0,2,1800,9,119,1100,129.61,54.0
1,0,0,2,1650,2,120,1054,99.66,12.0
2,0,0,2,1650,6,123,1120,99.69,6.4
3,0,0,2,1650,4,120,1038,99.94,1.7
4,0,0,2,1650,12,123,1115,100.06,26.0
5,0,0,2,1650,11,123,1128,100.3,8.1
6,0,0,2,1650,9,111,1111,100.36,59.0
7,0,0,2,1650,1,107,1125,100.53,10.0
8,0,0,2,1650,10,123,1297,100.66,37.0
9,0,0,2,1650,5,114,1085,100.75,64.0
10,0,0,2,1650,7,130,1222,101.08,35.0
11,0,0,2,1650,3,119,1012,101.26,25.0
12,0,0,2,1650,8,117,1104,101.76,50.0
1,0,0,2,1000,1,127,1162,57.36,5.0
2,0,0,2,1000,2,115,1151,57.71,4.8
3,0,0,2,1000,10,116,1130,57.74,8.3
4,0,0,2,1000,4,115,1058,58.03,52.0
5,0,0,2,1000,7,120,1140,58.03,33.0
6,0,0,2,1000,9,125,1034,58.06,42.0
7,0,0,2,1000,3,133,1223,58.1,4.8
8,0,0,2,1000,6,120,1142,58.15,5.9
9,0,0,2,1000,5,127,1078,58.17,6.7
10,0,0,2,1000,8,133,1075,58.39,18.0
11,0,0,2,1000,11,125,1074,59.1,29.0
-1,0,0,2,1000,0,118,0,0,-1
1,0,0,2,1200,3,115,1022,69.77,6.6
2,0,0,2,1200,7,133,1183,70.08,3.9
3,0,0,2,1200,10,128,1102,70.15,52.0
4,0,0,2,1200,12,129,1087,70.17,6.7
5,0,0,2,1200,5,125,1066,70.3,6.5
6,0,0,2,1200,4,115,1097,70.67,29.0
7,0,0,2,1200,11,131,1122,70.72,47.0
8,0,0,2,1200,2,125,1016,70.84,76.0
9,0,0,2,1200,9,129,1068,71.05,11.0
10,0,0,2,1200,6,114,1255,71.26,27.0
11,0,0,2,1200,1,121,1089,71.29,6.4
12,0,0,2,1200,8,122,1181,72.2,7.2
1,0,0,2,1200,4,133,1178,71.13,6.2
2,0,0,2,1200,10,117,1086,71.35,5.4
3,0,0,2,1200,3,131,1109,71.4,29.0
4,0,0,2,1200,2,124,1061,71.42,5.1
5,0,0,2,1200,6,133,1121,71.46,4.4
6,0,0,2,1200,1,131,1109,71.51,6.5
7,0,0,2,1200,8,123,1083,71.66,8.9
8,0,0,2,1200,5,125,1057,71.68,35.0
9,0,0,2,1200,12,132,1050,71.86,48.0
10,0,0,2,1200,11,123,1035,72.18,77.0
11,0,0,2,1200,9,111,1000,72.3,61.0
12,0,0,2,1200,7,124,1172,72.47,14.0
1,0,0,3,1650,2,117,1106,100.6,6.1
2,0,0,3,1650,5,121,1165,100.71,3.1
3,0,0,3,1650,1,115,1057,101.05,13.0
4,0,0,3,1650,8,118,1153,101.06,6.1
5,0,0,3,1650,9,130,1186,101.19,25.0
6,0,0,3,1650,4,118,1201,101.42,26.0
7,0,0,3,1650,3,129,1235,101.46,9.6
8,0,0,3,1650,11,128,1041,101.52,16.0
9,0,0,3,1650,10,120,1074,101.6,8.8
10,0,0,3,1650,12,119,1092,101.63,49.0
11,0,0,3,1650,7,133,1126,101.64,41.0
12,0,0,3,1650,6,123,1132,101.89,10.0
1,0,0,3,1650,2,132,1148,101.12,7.0
2,0,0,3,1650,5,117,1179,101.24,9.4
3,0,0,3,1650,1,122,1145,101.28,9.1
4,0,0,3,1650,10,123,1054,101.54,21.0
5,0,0,3,1650,8,126,1103,101.69,8.7
6,0,0,3,1650,3,125,1196,101.86,7.9
7,0,0,3,1650,6,114,1035,101.87,15.0
8,0,0,3,1650,12,131,1224,102.05,35.0
9,0,0,3,1650,7,122,1091,102.24,31.0
10,0,0,3,1650,9,117,1044,102.28,26.0
11,0,0,3,1650,4,122,1062,102.48,3.8
12,0,0,3,1650,11,133,1143,102.67,7.1
1,0,0,2,1650,8,121,1045,99.89,29.0
2,0,0,2,1650,2,119,1127,100.2,5.0
3,0,0,2,1650,3,122,990,100.26,13.0
4,0,0,2,1650,5,114,1091,100.27,14.0
5,0,0,2,1650,12,130,1150,100.34,21.0
6,0,0,2,1650,9,118,1185,100.34,17.0
7,0,0,2,1650,1,125,1228,100.6,10.0
8,0,0,2,1650,6,118,1102,100.6,3.8
9,0,0,2,1650,10,117,1116,101.36,40.0
10,0,0,2,1650,4,119,1027,101.38,13.0
11,0,0,2,1650,11,110,1001,101.56,62.0
12,0,0,2,1650,7,133,1023,101.59,3.8
1,0,0,2,1200,9,133,1089,70.4,30.0
2,0,0,2,1200,11,133,1060,70.46,8.1
3,0,0,2,1200,4,122,1200,70.49,29.0
4,0,0,2,1200,2,120,1187,70.51,5.0
5,0,0,2,1200,5,127,1102,70.54,3.5
6,0,0,2,1200,8,121,1205,70.65,11.0
7,0,0,2,1200,1,122,1088,70.72,3.6
8,0,0,2,1200,12,125,1159,70.73,61.0
9,0,0,2,1200,6,113,1153,70.85,25.0
10,0,0,2,1200,10,117,1171,71.1,9.6
11,0,0,2,1200,7,124,1008,71.12,72.0
12,0,0,2,1200,3,116,1130,71.37,136.0
1,0,0,2,1650,8,128,985,101.56,5.4
2,0,0,2,1650,1,113,993,101.56,7.0
3,0,0,2,1650,7,122,1053,101.73,2.5
4,0,0,2,1650,11,127,1265,101.88,10.0
5,0,0,2,1650,5,133,1036,101.9,15.0
6,0,0,2,1650,12,133,1045,102.27,28.0
7,0,0,2,1650,6,130,1030,102.41,45.0
8,0,0,2,1650,2,113,1110,102.57,41.0
9,0,0,2,1650,3,132,1036,102.62,11.0
10,0,0,2,1650,4,116,1073,102.91,52.0
11,0,0,2,1650,9,127,1124,103.73,16.0
12,0,0,2,1650,10,128,1083,104.95,10.0
1,0,0,2,1800,3,116,1072,109.63,10.0
2,0,0,2,1800,8,125,1103,109.72,8.4
3,0,0,2,1800,1,117,1056,109.9,9.8
4,0,0,2,1800,7,122,1124,110.0,47.0
5,0,0,2,1800,4,110,1184,110.02,3.3
6,0,0,2,1800,2,131,1069,110.06,4.1
7,0,0,2,1800,9,128,1078,110.73,5.3
8,0,0,2,1800,5,127,1092,112.06,19.0
9,0,0,2,1800,6,125,1169,112.87,11.0
1,0,0,2,1200,12,133,1132,70.68,8.4
2,0,0,2,1200,8,130,1208,70.92,7.2
3,0,0,2,1200,11,125,1124,71.04,54.0
4,0,0,2,1200,7,127,1068,71.07,4.9
5,0,0,2,1200,9,120,1163,71.14,24.0
6,0,0,2,1200,4,123,1147,71.27,54.0
7,0,0,2,1200,2,127,1083,71.34,4.5
8,0,0,2,1200,6,126,1102,71.39,6.5
9,0,0,2,1200,3,124,1060,71.42,6.1
10,0,0,2,1200,10,124,1077,71.52,18.0
11,0,0,2,1200,1,125,1017,71.57,30.0
12,0,0,2,1200,5,122,1067,71.73,18.0
1,0,0,2,2200,2,119,1247,138.0,3.8
2,0,0,2,2200,10,117,1112,138.21,19.0
3,0,0,2,2200,3,133,1140,138.58,4.6
4,0,0,2,2200,6,120,1110,138.63,7.5
5,0,0,2,2200,9,112,1185,138.85,9.0
6,0,0,2,2200,7,131,1118,139.07,4.7
7,0,0,2,2200,4,117,1073,139.13,42.0
8,0,0,2,2200,11,122,1137,139.78,22.0
9,0,0,2,2200,8,132,1111,140.86,38.0
10,0,0,2,2200,5,133,1104,141.56,16.0
11,0,0,2,2200,1,120,1074,142.06,13.0
1,0,0,2,1200,5,125,1068,70.6,8.7
2,0,0,2,1200,7,130,1133,70.67,2.4
3,0,0,2,1200,10,112,1094,70.75,5.2
4,0,0,2,1200,2,133,1100,70.88,41.0
5,0,0,2,1200,1,125,1065,70.92,20.0
6,0,0,2,1200,6,130,1059,70.95,10.0
7,0,0,2,1200,11,132,1030,71.01,27.0
8,0,0,2,1200,12,130,980,71.02,10.0
9,0,0,2,1200,4,126,1159,71.06,21.0
10,0,0,2,1200,3,133,1045,71.3,8.1
11,0,0,2,1200,8,123,1131,71.63,110.0
12,0,0,2,1200,9,116,1182,75.03,84.0
-1,0,0,2,1200,0,129,0,0,-1
1,0,0,2,1000,3,112,1191,57.46,6.7
2,0,0,2,1000,9,121,1167,57.62,16.0
3,0,0,2,1000,6,120,1060,57.73,3.5
4,0,0,2,1000,1,133,1182,57.74,5.5
5,0,0,2,1000,10,126,1073,57.81,32.0
6,0,0,2,1000,2,122,1146,57.98,3.4
7,0,0,2,1000,4,126,1189,58.05,33.0
8,0,0,2,1000,5,128,1044,58.07,14.0
9,0,0,2,1000,8,117,1142,58.12,18.0
10,0,0,2,1000,7,114,1167,58.3,34.0
11,0,0,2,1000,11,122,1310,58.55,32.0
1,0,0,2,1200,4,133,1242,70.08,8.4
2,0,0,2,1200,5,121,1175,70.28,2.9
3,0,0,2,1200,6,128,1019,70.35,12.0
4,0,0,2,1200,1,133,1014,70.35,9.0
5,0,0,2,1200,3,126,1074,70.51,55.0
6,0,0,2,1200,12,132,1235,70.59,5.2
7,0,0,2,1200,10,114,1119,70.65,78.0
8,0,0,2,1200,7,121,1061,70.69,47.0
9,0,0,2,1200,8,133,1142,70.76,54.0
10,0,0,2,1200,2,118,1099,70.9,3.9
11,0,0,2,1200,9,120,1130,70.98,106.0
12,0,0,2,1200,11,122,1124,72.37,25.0
1,0,0,2,1200,3,130,1078,70.99,9.6
2,0,0,2,1200,9,133,1149,71.09,6.3
3,0,0,2,1200,2,124,1102,71.11,5.1
4,0,0,2,1200,5,133,1023,71.27,6.2
5,0,0,2,1200,4,116,1135,71.29,10.0
6,0,0,2,1200,7,133,1134,71.3,10.0
7,0,0,2,1200,6,122,1161,71.37,11.0
8,0,0,2,1200,8,122,1163,71.39,24.0
9,0,0,2,1200,1,128,1091,71.46,6.3
10,0,0,2,1200,10,130,1180,71.46,23.0
11,0,0,2,1200,11,125,1048,71.56,28.0
12,0,0,2,1200,12,126,1039,72.26,27.0
-1,0,0,2,1200,0,127,0,0,-1
1,0,0,2,1200,11,126,1090,70.53,17.0
2,0,0,2,1200,4,131,1125,70.55,4.0
3,0,0,2,1200,1,124,1066,70.63,5.4
4,0,0,2,1200,9,129,1097,70.64,11.0
5,0,0,2,1200,7,121,1096,70.69,16.0
6,0,0,2,1200,2,127,1084,70.73,6.9
7,0,0,2,1200,10,126,1032,70.8,7.5
8,0,0,2,1200,8,128,1181,70.97,85.0
9,0,0,2,1200,5,117,1123,70.98,27.0
10,0,0,2,1200,3,128,1113,71.04,10.0
11,0,0,2,1200,12,118,1124,71.12,13.0
12,0,0,2,1200,6,128,1002,71.64,13.0
1,0,0,2,1000,12,126,1096,57.54,4.6
2,0,0,2,1000,8,133,1145,57.73,22.0
3,0,0,2,1000,6,116,1132,57.92,11.0
4,0,0,2,1000,11,120,1180,57.94,14.0
5,0,0,2,1000,5,133,1181,57.97,6.6
6,0,0,2,1000,3,133,1258,58.01,6.1
7,0,0,2,1000,2,125,1073,58.11,8.6
8,0,0,2,1000,4,128,1119,58.22,7.5
9,0,0,2,1000,10,131,1225,58.38,14.0
10,0,0,2,1000,7,116,1205,58.45,99.0
11,0,0,2,1000,1,127,1072,58.46,7.5
12,0,0,2,1000,9,126,1090,58.5,47.0
1,0,0,2,1650,12,117,1102,100.16,6.0
2,0,0,2,1650,6,132,1056,100.41,18.0
3,0,0,2,1650,4,125,1061,100.89,13.0
4,0,0,2,1650,8,123,1099,100.96,11.0
5,0,0,2,1650,10,123,1052,101.03,3.8
6,0,0,2,1650,11,122,1079,101.14,137.0
7,0,0,2,1650,1,116,1199,101.18,7.3
8,0,0,2,1650,9,124,1149,101.23,5.2
9,0,0,2,1650,3,117,1102,101.34,15.0
10,0,0,2,1650,2,133,1094,101.63,17.0
11,0,0,2,1650,7,126,1153,101.84,18.0
12,0,0,2,1650,5,128,1182,102.05,16.0
1,0,0,2,1200,9,127,1086,70.19,1.9
2,0,0,2,1200,11,116,1191,70.27,19.0
3,0,0,2,1200,4,120,1087,70.43,5.1
4,0,0,2,1200,1,114,1071,70.44,21.0
5,0,0,2,1200,5,127,1131,70.46,25.0
6,0,0,2,1200,2,126,1228,70.51,9.4
7,0,0,2,1200,8,129,1304,70.69,46.0
8,0,0,2,1200,12,121,1169,70.87,17.0
9,0,0,2,1200,6,126,1130,70.9,95.0
10,0,0,2,1200,7,133,1123,71.17,8.2
11,0,0,2,1200,10,112,1068,71.3,58.0
12,0,0,2,1200,3,117,1150,71.61,32.0
1,0,0,2,1650,4,116,1042,100.62,21.0
2,0,0,2,1650,8,118,1041,100.65,13.0
3,0,0,2,1650,9,131,1067,100.66,3.4
4,0,0,2,1650,6,117,968,100.7,7.2
5,0,0,2,1650,1,126,1188,100.95,37.0
6,0,0,2,1650,12,121,1043,101.21,8.9
7,0,0,2,1650,7,123,1110,101.29,42.0
8,0,0,2,1650,10,116,1083,101.33,10.0
9,0,0,2,1650,11,123,1171,101.91,7.3
10,0,0,2,1650,5,124,1083,102.02,17.0
11,0,0,2,1650,3,133,1184,102.16,6.1
12,0,0,2,1650,2,126,1036,104.39,26.0
-1,0,0,2,1650,0,132,0,0,-1
